1	-0.1687	-93.3750	-109.1250
2	-0.0106	-64.7500	-65.4375
3	0.0334	-80.4375	-77.7500
4	-0.0119	-198.8750	-201.2500
5	-0.0448	-170.1250	-177.7500
6	-0.1483	-56.0625	-64.3750
7	-0.0367	-93.5625	-97.0000
8	-0.0385	-383.2500	-398.0000
9	-0.0343	-167.6250	-173.3750
10	-0.1465	-60.5625	-69.4375
11	-0.0017	-109.0000	-109.1875
12	0.0170	-69.9375	-68.7500
13	-0.0019	-129.7500	-130.0000
14	-0.0016	-239.2500	-239.6250
15	-0.0919	-83.6250	-91.3125
16	-0.0062	-223.3750	-224.7500
17	-0.0066	-151.1250	-152.1250
18	0.0071	-122.6250	-121.7500
19	-0.0069	-289.5000	-291.5000
20	-0.0258	-58.0312	-59.5312
21	0.0123	-81.6250	-80.6250
22	-0.0197	-355.2500	-362.2500
23	0.0081	-69.5000	-68.9375
24	0.0289	-97.3750	-94.5625
25	0.0015	-163.5000	-163.2500
26	0.0093	-201.7500	-199.8750
27	-0.0260	-55.3438	-56.7812
28	0.0008	-317.0000	-316.7500
29	-0.0572	-53.5000	-56.5625
30	-0.0133	-93.9375	-95.1875
31	-0.0119	-167.7500	-169.7500
32	0.0088	-28.5625	-28.3125
33	-0.0053	-82.7500	-83.1875
34	-0.0291	-137.3750	-141.3750
35	-0.0352	-252.1250	-261.0000
36	-0.0487	-44.9062	-47.0938
37	0.0246	-63.5312	-61.9688
38	-0.0215	-61.0625	-62.3750
39	-0.0240	-26.0625	-26.6875
40	-0.0100	-174.5000	-176.2500
41	-0.0584	-179.8750	-190.3750
42	-0.0052	-107.7500	-108.3125
43	0.0016	-303.2500	-302.7500
44	-0.0441	-139.0000	-145.1250
45	-0.0047	-133.1250	-133.7500
46	0.0080	-77.8125	-77.1875
47	-0.0324	-166.0000	-171.3750
48	-0.0283	-407.0000	-418.5000
49	-0.0140	-51.3438	-52.0625
50	-0.0379	-55.2188	-57.3125
51	0.0150	-28.0938	-27.6719
52	0.0055	-67.8125	-67.4375
53	-0.0026	-47.9062	-48.0312
54	-0.0709	-69.6250	-74.5625
55	-0.0145	-51.5938	-52.3438
56	-0.0508	-78.6875	-82.6875
57	-0.0099	-101.4375	-102.4375
58	-0.1392	-79.5000	-90.5625
59	-0.0115	-54.5625	-55.1875
60	0.0144	-86.6250	-85.3750
61	-0.0499	-70.1875	-73.6875
62	-0.0048	-77.4375	-77.8125
63	-0.1108	-47.3750	-52.6250
64	-0.0261	-74.3125	-76.2500
65	-0.0165	-37.9062	-38.5312
66	-0.0385	-285.7500	-296.7500
67	0.0303	-55.6875	-54.0000
68	-0.5942	-49.4375	-78.8125
69	-0.1552	-144.1250	-166.5000
70	-0.0071	-229.1250	-230.7500
71	-0.0034	-27.8906	-27.9844
72	0.0396	-74.1875	-71.2500
73	-0.0612	-110.3750	-117.1250
74	-0.0228	-42.4688	-43.4375
75	-0.1250	-64.5000	-72.5625
76	-0.0017	-72.1250	-72.2500
77	0.0133	-35.1250	-34.6562
78	-0.0239	-292.7500	-299.7500
79	-0.0194	-87.0000	-88.6875
80	-0.0128	-117.3750	-118.8750
81	-0.0176	-141.7500	-144.2500
82	-0.0144	-15.1406	-15.3594
83	-0.0127	-392.7500	-397.7500
84	0.0023	-159.8750	-159.5000
85	-0.0083	-271.5000	-273.7500
86	-0.0684	-122.5000	-130.8750
87	-0.0043	-146.8750	-147.5000
88	-0.0336	-342.7500	-354.2500
89	-0.1365	-94.8125	-107.7500
90	-0.0575	-73.8750	-78.1250
91	0.0009	-284.0000	-283.7500
92	0.0092	-47.8125	-47.3750
93	-0.0345	-166.6250	-172.3750
94	-0.0229	-273.5000	-279.7500
95	-0.0138	-68.0000	-68.9375
96	0.0043	-29.3594	-29.2344
97	-0.0130	-269.5000	-273.0000
98	-0.0308	-50.7500	-52.3125
99	-0.0042	-73.9375	-74.2500
100	-0.0062	-121.1250	-121.8750
