1	-0.2072	-55.6562	-67.1875
2	-0.0553	-88.1875	-93.0625
3	-0.0688	-145.3750	-155.3750
4	-0.0275	-159.1250	-163.5000
5	-0.0488	-174.2500	-182.7500
6	-0.0415	-64.8125	-67.5000
7	-0.0586	-98.1250	-103.8750
8	-0.0411	-376.7500	-392.2500
9	-0.0569	-210.7500	-222.7500
10	-0.0590	-74.1250	-78.5000
11	-0.0082	-168.6250	-170.0000
12	-0.0109	-45.8438	-46.3438
13	-0.0794	-118.8125	-128.2500
14	-0.0029	-257.5000	-258.2500
15	-0.0391	-68.6875	-71.3750
16	-0.0079	-237.6250	-239.5000
17	-0.0191	-202.5000	-206.3750
18	-0.0791	-126.3750	-136.3750
19	-0.0586	-157.7500	-167.0000
20	-0.1842	-53.9375	-63.8750
21	0.0356	-82.5625	-79.6250
22	-0.0793	-184.3750	-199.0000
23	0.0636	-56.9688	-53.3438
24	-0.0347	-63.0625	-65.2500
25	-0.0830	-78.3125	-84.8125
26	-0.0171	-211.6250	-215.2500
27	0.0014	-92.3750	-92.2500
28	0.0028	-225.0000	-224.3750
29	-0.0483	-55.0000	-57.6562
30	-0.0029	-85.5000	-85.7500
31	-0.0067	-166.8750	-168.0000
32	-0.0433	-29.5625	-30.8438
33	-0.0926	-79.6250	-87.0000
34	-0.0303	-152.7500	-157.3750
35	-0.0370	-232.8750	-241.5000
36	-0.1431	-43.9062	-50.1875
37	-0.0434	-73.3750	-76.5625
38	-0.0189	-69.5625	-70.8750
39	0.0226	-31.1562	-30.4531
40	-0.0738	-145.7500	-156.5000
41	-0.0244	-179.1250	-183.5000
42	-0.0184	-98.7500	-100.5625
43	-0.0507	-350.0000	-367.7500
44	-0.0027	-92.6875	-92.9375
45	-0.1299	-129.8750	-146.7500
46	-0.0553	-65.5625	-69.1875
47	-0.0504	-166.1250	-174.5000
48	-0.0250	-290.0000	-297.2500
49	-0.0771	-50.6562	-54.5625
50	-0.0208	-34.5938	-35.3125
51	0.0221	-27.5625	-26.9531
52	-0.0000	-34.8438	-34.8438
53	-0.0345	-49.7812	-51.5000
54	-0.0471	-65.0000	-68.0625
55	-0.1011	-52.5312	-57.8438
56	-0.0651	-85.4375	-91.0000
57	-0.0078	-159.7500	-161.0000
58	-0.0403	-68.3125	-71.0625
59	-0.0541	-62.9688	-66.3750
60	-0.0711	-63.7188	-68.2500
61	-0.0242	-56.8750	-58.2500
62	-0.0062	-70.3750	-70.8125
63	-0.0290	-52.8125	-54.3438
64	-0.0952	-87.9375	-96.3125
65	-0.1149	-36.1875	-40.3438
66	-0.0702	-270.7500	-289.7500
67	-0.0403	-79.1250	-82.3125
68	-0.0907	-35.5000	-38.7188
69	-0.1607	-60.6875	-70.4375
70	-0.0312	-188.5000	-194.3750
71	-0.0196	-60.5000	-61.6875
72	0.0219	-96.8750	-94.7500
73	-0.0552	-203.8750	-215.1250
74	-0.1156	-67.5625	-75.3750
75	-0.0927	-56.9688	-62.2500
76	-0.2191	-49.5000	-60.3438
77	0.0534	-30.4062	-28.7812
78	-0.0166	-438.0000	-445.2500
79	-0.0654	-100.3750	-106.9375
80	-0.1042	-100.7500	-111.2500
81	0.0104	-132.6250	-131.2500
82	-0.0628	-15.5391	-16.5156
83	-0.0058	-514.5000	-517.5000
84	-0.0442	-186.6250	-194.8750
85	-0.0355	-172.5000	-178.6250
86	-0.0021	-177.6250	-178.0000
87	-0.0542	-123.3125	-130.0000
88	-0.0319	-215.3750	-222.2500
89	-0.0716	-59.3750	-63.6250
90	0.0558	-57.1250	-53.9375
91	-0.0031	-326.5000	-327.5000
92	-0.0383	-62.9062	-65.3125
93	-0.0658	-138.7500	-147.8750
94	-0.0167	-328.5000	-334.0000
95	-0.0556	-61.2812	-64.6875
96	0.0180	-30.4219	-29.8750
97	-0.0246	-168.0000	-172.1250
98	-0.1552	-40.4688	-46.7500
99	-0.1118	-48.9062	-54.3750
100	0.0298	-73.5000	-71.3125
