1	-0.1561	-80.8750	-93.5000
2	-0.0985	-65.3750	-71.8125
3	-0.0887	-93.7500	-102.0625
4	-0.0130	-201.6250	-204.2500
5	-0.0533	-169.0000	-178.0000
6	-0.0734	-68.9375	-74.0000
7	0.0223	-57.3438	-56.0625
8	-0.0207	-277.5000	-283.2500
9	-0.0457	-180.6250	-188.8750
10	-0.0692	-66.8750	-71.5000
11	-0.0172	-138.0000	-140.3750
12	-0.0562	-49.4688	-52.2500
13	-0.0587	-132.0000	-139.7500
14	-0.0096	-247.2500	-249.6250
15	-0.0352	-47.9688	-49.6562
16	-0.0288	-247.1250	-254.2500
17	-0.0366	-187.6250	-194.5000
18	-0.0687	-105.5625	-112.8125
19	-0.0390	-234.2500	-243.3750
20	-0.0131	-59.6250	-60.4062
21	0.0494	-72.1250	-68.5625
22	-0.0191	-196.0000	-199.7500
23	0.0430	-154.0000	-147.3750
24	0.0212	-79.5000	-77.8125
25	-0.0654	-206.5000	-220.0000
26	-0.0183	-68.1250	-69.3750
27	-0.0334	-61.8125	-63.8750
28	-0.0249	-245.6250	-251.7500
29	0.0076	-53.7188	-53.3125
30	-0.1013	-74.0625	-81.5625
31	-0.0241	-228.2500	-233.7500
32	0.0100	-29.6719	-29.3750
33	-0.0999	-106.3750	-117.0000
34	-0.0029	-219.1250	-219.7500
35	-0.0925	-216.1250	-236.1250
36	-0.1241	-37.5312	-42.1875
37	-0.1402	-76.2500	-86.9375
38	-0.0083	-90.6250	-91.3750
39	-0.0221	-33.9688	-34.7188
40	-0.0156	-272.5000	-276.7500
41	-0.0802	-168.2500	-181.7500
42	-0.0040	-110.1875	-110.6250
43	-0.0898	-249.1250	-271.5000
44	-0.0025	-76.3125	-76.5000
45	-0.1655	-82.6875	-96.3750
46	-0.0344	-76.3750	-79.0000
47	-0.0164	-110.3750	-112.1875
48	-0.0876	-271.2500	-295.0000
49	-0.0117	-45.4062	-45.9375
50	0.0746	-40.6562	-37.6250
51	-0.0000	-27.7656	-27.7656
52	-0.0554	-127.4375	-134.5000
53	-0.0178	-50.8438	-51.7500
54	-0.0286	-69.8750	-71.8750
55	-0.3058	-42.8125	-55.9062
56	-0.2229	-65.0625	-79.5625
57	-0.0243	-110.5000	-113.1875
58	-0.1977	-71.7500	-85.9375
59	-0.0512	-38.4688	-40.4375
60	-0.0581	-69.9375	-74.0000
61	0.0539	-66.6250	-63.0312
62	-0.0359	-73.0625	-75.6875
63	-0.0472	-52.2500	-54.7188
64	-0.0016	-76.0000	-76.1250
65	-0.0316	-37.5938	-38.7812
66	0.0051	-343.2500	-341.5000
67	0.0006	-55.1562	-55.1250
68	-0.4808	-29.3125	-43.4062
69	-0.0193	-113.1875	-115.3750
70	-0.0006	-214.7500	-214.8750
71	-0.0361	-72.6250	-75.2500
72	-0.0313	-65.8750	-67.9375
73	-0.0276	-50.8750	-52.2812
74	-0.0801	-113.1875	-122.2500
75	-0.0635	-49.7188	-52.8750
76	-0.0328	-57.0938	-58.9688
77	-0.0045	-34.3750	-34.5312
78	-0.0244	-245.7500	-251.7500
79	-0.0820	-62.8438	-68.0000
80	-0.1478	-179.2500	-205.7500
81	-0.0158	-150.6250	-153.0000
82	0.0022	-14.4062	-14.3750
83	-0.0138	-307.5000	-311.7500
84	-0.1253	-140.6250	-158.2500
85	-0.1125	-203.3750	-226.2500
86	0.0090	-139.5000	-138.2500
87	-0.0629	-176.8750	-188.0000
88	-0.0062	-320.7500	-322.7500
89	-0.0928	-136.0000	-148.6250
90	0.0128	-56.0938	-55.3750
91	-0.0433	-239.5000	-249.8750
92	-0.0417	-48.6875	-50.7188
93	-0.1546	-160.1250	-184.8750
94	-0.0894	-163.5000	-178.1250
95	-0.1336	-52.8750	-59.9375
96	0.0085	-29.5312	-29.2812
97	-0.0000	-201.3750	-201.3750
98	-0.0191	-49.1875	-50.1250
99	-0.0631	-47.5625	-50.5625
100	0.0026	-72.5625	-72.3750
